R_version	name	version	date_time	hash	binary_location	status
4.3.0	testthat	3.1.8	2023-06-02T18:59:09Z	4e2b4ca71982502f6b97e4aa75a6a57e	/cloud/project/ds_2023/r_4_2_cache/library/testthat/3.1.8/4e2b4ca71982502f6b97e4aa75a6a57e/testthat	active
4.3.0	textshaping	0.3.6	2023-06-02T18:59:09Z	e0953e96c0f3c7a2aaeecb588b604f78	/cloud/project/ds_2023/r_4_2_cache/library/textshaping/0.3.6/e0953e96c0f3c7a2aaeecb588b604f78/textshaping	available
4.3.0	tibble	3.2.1	2023-06-02T18:59:09Z	3df2e2644f2de9fd6a1446ffa22fb7ac	/cloud/project/ds_2023/r_4_2_cache/library/tibble/3.2.1/3df2e2644f2de9fd6a1446ffa22fb7ac/tibble	active
4.3.0	tidyselect	1.2.0	2023-06-02T18:59:10Z	c0507f9fd327e57341444a6a550f5b90	/cloud/project/ds_2023/r_4_2_cache/library/tidyselect/1.2.0/c0507f9fd327e57341444a6a550f5b90/tidyselect	active
4.3.0	tinytex	0.45	2023-06-02T18:59:10Z	5e66a5496236ead450d775a8bbdff1e9	/cloud/project/ds_2023/r_4_2_cache/library/tinytex/0.45/5e66a5496236ead450d775a8bbdff1e9/tinytex	available
4.3.0	tools	4.3.0	2023-06-02T18:59:10Z	f6123efdd99ab8962cb36f7a7d0e4b64	/cloud/project/ds_2023/r_4_2_cache/library/tools/4.3.0/f6123efdd99ab8962cb36f7a7d0e4b64/tools	active
4.3.0	translations	4.3.0	2023-06-02T18:59:10Z	db18a2e290f7bc76f09e8c1cd4d98c74	/cloud/project/ds_2023/r_4_2_cache/library/translations/4.3.0/db18a2e290f7bc76f09e8c1cd4d98c74/translations	available
4.3.0	tzdb	0.4.0	2023-06-02T18:59:11Z	c041118906575774f70532c07c1387f8	/cloud/project/ds_2023/r_4_2_cache/library/tzdb/0.4.0/c041118906575774f70532c07c1387f8/tzdb	available
4.3.0	urlchecker	1.0.1	2023-06-02T18:59:11Z	b9fe8881900f91c3a2e76a1aa91db4ce	/cloud/project/ds_2023/r_4_2_cache/library/urlchecker/1.0.1/b9fe8881900f91c3a2e76a1aa91db4ce/urlchecker	available
4.3.0	usethis	2.1.6	2023-06-02T18:59:11Z	0ee8f6757ca2e3fe61a00203f9b3a0eb	/cloud/project/ds_2023/r_4_2_cache/library/usethis/2.1.6/0ee8f6757ca2e3fe61a00203f9b3a0eb/usethis	active
4.3.0	utf8	1.2.3	2023-06-02T18:59:11Z	5823eca618304acbb9bfe62e5beb764c	/cloud/project/ds_2023/r_4_2_cache/library/utf8/1.2.3/5823eca618304acbb9bfe62e5beb764c/utf8	available
4.3.0	utils	4.3.0	2023-06-02T18:59:12Z	309d2d02d5d0b66a4d42e472428eb5e6	/cloud/project/ds_2023/r_4_2_cache/library/utils/4.3.0/309d2d02d5d0b66a4d42e472428eb5e6/utils	active
4.3.0	vctrs	0.6.2	2023-06-02T18:59:12Z	37cc4d961ea4cc397cc80849506bb295	/cloud/project/ds_2023/r_4_2_cache/library/vctrs/0.6.2/37cc4d961ea4cc397cc80849506bb295/vctrs	active
4.3.0	vroom	1.6.3	2023-06-02T18:59:12Z	dac1ad29ca6ed7e86231db0df05c50df	/cloud/project/ds_2023/r_4_2_cache/library/vroom/1.6.3/dac1ad29ca6ed7e86231db0df05c50df/vroom	active
4.3.0	waldo	0.5.1	2023-06-02T18:59:13Z	83c836b9dac9d704356c22798a724827	/cloud/project/ds_2023/r_4_2_cache/library/waldo/0.5.1/83c836b9dac9d704356c22798a724827/waldo	available
4.3.0	whisker	0.4.1	2023-06-02T18:59:13Z	bb6ee02834782d6f875d90e723536515	/cloud/project/ds_2023/r_4_2_cache/library/whisker/0.4.1/bb6ee02834782d6f875d90e723536515/whisker	active
4.3.0	withr	2.5.0	2023-06-02T18:59:13Z	973850a0de9769c390c1032e6d98c8c4	/cloud/project/ds_2023/r_4_2_cache/library/withr/2.5.0/973850a0de9769c390c1032e6d98c8c4/withr	active
4.3.0	xfun	0.39	2023-06-02T18:59:13Z	d65138f8d93666a8122c811ec3108428	/cloud/project/ds_2023/r_4_2_cache/library/xfun/0.39/d65138f8d93666a8122c811ec3108428/xfun	active
4.3.0	xml2	1.3.4	2023-06-02T18:59:14Z	f48c6553755cb0db2f7873576b586bc4	/cloud/project/ds_2023/r_4_2_cache/library/xml2/1.3.4/f48c6553755cb0db2f7873576b586bc4/xml2	active
4.3.0	xopen	1.0.0	2023-06-02T18:59:14Z	07925bdac81c3607afd68de5ba60df7f	/cloud/project/ds_2023/r_4_2_cache/library/xopen/1.0.0/07925bdac81c3607afd68de5ba60df7f/xopen	available
4.3.0	xtable	1.8.4	2023-06-02T18:59:14Z	0a1bff59894eef59014d2e1acca3ca06	/cloud/project/ds_2023/r_4_2_cache/library/xtable/1.8-4/0a1bff59894eef59014d2e1acca3ca06/xtable	active
4.3.0	yaml	2.3.7	2023-06-02T18:59:14Z	f9483e5dace40cc4265dd8450fbae493	/cloud/project/ds_2023/r_4_2_cache/library/yaml/2.3.7/f9483e5dace40cc4265dd8450fbae493/yaml	active
4.3.0	zip	2.3.0	2023-06-02T18:59:14Z	3de44118745c4ab28521d75dbe12a575	/cloud/project/ds_2023/r_4_2_cache/library/zip/2.3.0/3de44118745c4ab28521d75dbe12a575/zip	available
